,df1,df2,df3,df4,df5,df6,df7,df8,df9,df10,df11,df12,df13,df14,df15,df16,df17,df18,df19,df20,df21,df22,df23,df24,df25,df26,df27,df28,df29,df30,df31,df32,df33,df34,df35,df36,df37,df38,df39,df40,df41,df42,df43,df44,df45,df46,df47,df48,df49,df50,word,idf
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,to,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030701656400362418,0.0,0.0,0.02069092002629161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465961819430249,0.0,0.0,0.0,0.056628728442669744,0.0,0.043371301359311054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bottom,2.3025851
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,of,0.0
23,0.0,0.004777900618771223,0.009045599761291528,0.009266292670276299,0.00962192509708159,0.0,0.004917897872821571,0.008005634774775519,0.0,0.004468751211013742,0.007211482299467961,0.0,0.008687521407088252,0.005131722500847325,0.011549991249254914,0.004756818709338377,0.0051316160202965,0.006884070592214862,0.0087611959853175,0.007947789973124241,0.007232713099625384,0.004014802892886246,0.0,0.009343251291993721,0.004581175614384231,0.007852005331311895,0.008789134619156572,0.0,0.010769243218657696,0.0,0.0,0.0,0.011614899098481473,0.0,0.0,0.0170110357194248,0.0,0.009450412048940652,0.009312890709218804,0.017671086530198898,0.006199154965763758,0.009602837761632222,0.0,0.016641792008151888,0.016594511657438468,0.0072213998131506,0.0060292956379712215,0.01234333992800075,0.005344367520825028,0.024665223921505424,our,0.3011051
24,0.007665183932224735,0.007265090601086174,0.0,0.0,0.007842170655461604,0.008301971484782383,0.0,0.012561937121702922,0.012422578198379122,0.0061667339288503705,0.01640880151204487,0.0,0.0,0.007081613131969623,0.0,0.0,0.014861252053007586,0.01993639193130649,0.014985454746213218,0.0,0.009980913047737629,0.011626941201044723,0.011854304390147733,0.0076150427663275715,0.010423876566097508,0.012676623745257175,0.0,0.010706411190824328,0.0,0.007298949364475668,0.01085903050982421,0.0067360922026561635,0.007637518253802976,0.0,0.0,0.014236935071716823,0.0,0.007702382143330326,0.007590297939391392,0.010218996849637334,0.008554635837268825,0.007826613878575304,0.0,0.0074575670275122494,0.0077734535220432555,0.0,0.01746094832964769,0.0,0.007375056467160371,0.0,heart,0.41551542
25,0.000658503685395537,0.0005294404502021679,0.0008624367658275667,0.0010817379367376364,0.0006455847041945156,0.0009632244233256402,0.0005586830338370639,0.0008183290443093874,0.000930863992939731,0.0009586290443821808,0.0009136802373277709,0.0009334835287784285,0.0008983372615594399,0.0008216340826706082,0.0007086796387079547,0.000891016739169507,0.0008216170341942565,0.00046188788959468976,0.0007286050097260225,0.0010069689319505343,0.0008443398480711649,0.000642805391650704,0.0008143395782014992,0.0006268870377494734,0.0006168555501539737,0.0005268316358736009,0.001026034972878994,0.000520554428406157,0.0008216148003120166,0.0012058480073573756,0.0008137023038541418,0.0007815455087102003,0.0011872649135779277,0.0009240446550505618,0.0008893153920194422,0.0008579781505039708,0.0011793273377486847,0.00037449609047552387,0.0009630038701367638,0.0010427080002829798,0.00041593335891197306,0.0006443040361696024,0.0007733289581468818,0.0009461639011596508,0.0011134115877569288,0.0010168218375781917,0.0004045366183656468,0.0004891355554136795,0.0008556804279075156,0.0,by,0.020202698
26,0.0074287813104222675,0.005129777001193785,0.008244449276806018,0.004988104909596525,0.005179544131006991,0.00928391601299026,0.0,0.010242532393664811,0.00820478089884192,0.0,0.00814678625078071,0.008227869897638943,0.004676548618189684,0.004677216213116989,0.0,0.009098569077511345,0.0,0.0062743623765378585,0.011254261019409764,0.007243870282270218,0.006592126321874538,0.006195597956474273,0.008966572549022094,0.014041244384689231,0.005175338017598796,0.006293801772077833,0.01320850561123845,0.0,0.0,0.004820760986240215,0.00717209943734324,0.007532826917058202,0.0166594832924572,0.007752614744324565,0.0,0.009403115123856987,0.011412481803749045,0.010676097333027105,0.008488066805824479,0.014164319944459899,0.00565010834251218,0.010848292125838667,0.008475392080551423,0.008339636684079022,0.0,0.0,0.009304340145759716,0.0,0.0,0.0,way,0.27443683
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,you,0.0
28,0.0007930592565056423,0.0005460027089393174,0.0009174172244006834,0.0009581853778722733,0.0013592892214622245,0.001126889848315186,0.001318460582614878,0.0010898590618525694,0.0008512620470437389,0.0009902194542115773,0.0009710264909505942,0.0007507440358199024,0.0011697752385255722,0.0012529776663913255,0.0009495089853105237,0.0010540516139129462,0.0011998765564289523,0.000969323606324458,0.0009059556161800121,0.0012584596923504378,0.0011150360029821493,0.000998851912551951,0.000915408022111872,0.001033647779155853,0.0007426898268586404,0.000903195604324188,0.0007309284628954485,0.001159874200152253,0.0011699147717861799,0.0011346338166994087,0.0009186245914589334,0.0009648276783759656,0.001400921973661333,0.0007592083382209066,0.0011907526290454394,0.0013071251174186856,0.001395102179561873,0.001153238802598083,0.0010871777461949157,0.0011856445623188588,0.0012808424466679248,0.001062365938333555,0.0012841720538615386,0.0011165838709457467,0.0012482174507197725,0.0014920542325728974,0.0006849400426832635,0.0013655488336139162,0.00127832397481744,0.0,have,0.020202698
29,0.0,0.019824655539898976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027893105066467562,0.0,0.020091824657388232,0.0,0.01766739686475009,0.02148557124524935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048353684518209504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03489688459290495,0.0,rule,1.9661129
30,0.00547602676262248,0.00460571558553448,0.007910948730562164,0.0,0.0042114677711973456,0.007548717047345622,0.0,0.0067461160507919825,0.003940163242528698,0.008641703986488291,0.006624121132321773,0.003951251219829793,0.006438165170495843,0.007981078900120954,0.003280204342320606,0.0,0.010616916004614124,0.005101660351808809,0.00649276406945447,0.011122208638427928,0.003165721808271823,0.00624399675767119,0.0054415081852353065,0.004089493661342712,0.004784895662325337,0.0041287397355118235,0.010739786027577521,0.0033958335507993137,0.0,0.003919742551213488,0.00961549246635991,0.0,0.008607591893086351,0.0,0.0033343506615010135,0.007645637394208852,0.007486598531429189,0.0,0.00407620498838161,0.01309572299076224,0.004594081754379628,0.007116489585213494,0.01062072118411952,0.006780927091293181,0.0,0.013964796115640693,0.0,0.005402617227967778,0.00831179371992651,0.0,u,0.22314355
31,0.0,0.012317489616134103,0.0,0.0,0.0,0.0,0.0,0.0,0.026735750632427058,0.038047426502000485,0.021417768413924194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02360456810099116,0.021480822907041033,0.02018871241356987,0.0,0.0,0.0,0.028015325558946806,0.0,0.02304223287589804,0.0,0.0,0.0,0.0,0.0,0.020381497941032344,0.0,0.0,0.0,0.0,0.0,0.07814763484758658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dure,1.5141277
32,0.005577371757255557,0.004096057114325893,0.007035540347011287,0.006107185725915042,0.003745435905800779,0.009461747195184719,0.007734613955009668,0.004256899435737385,0.00350415334630181,0.0076854318154007525,0.004752910719437323,0.003514014352146435,0.0,0.0,0.0,0.0031351022848246307,0.0,0.009521659429794318,0.007157082233619915,0.006492605177251791,0.00785994738239305,0.006904724033305789,0.00597425364009371,0.0036369591857004727,0.00721247917810202,0.006054380072275823,0.005792702583357779,0.007206747480122302,0.008825413618989678,0.005902298210804028,0.005186294019928812,0.007677116408050186,0.007655094492075271,0.0069706584444497585,0.006223180147040855,0.006799587786198699,0.006658147818131861,0.006228534282587574,0.003625141008391994,0.013625496880046398,0.0,0.006328994323073715,0.0036197278009551803,0.0,0.003712616469683364,0.0,0.0039737605499613185,0.0,0.0035223412640444218,0.0,long,0.19845097
33,0.00823284177535258,0.009641722967512149,0.014343812845647409,0.0,0.008422935542394691,0.015097434094691244,0.012341570961974739,0.016656328812079364,0.007880326485057395,0.011214427710450673,0.0063128583896337334,0.0,0.007604968038804709,0.007606053676632843,0.006560408684641212,0.0,0.0,0.0,0.007669462016597812,0.011779927136786111,0.013287245450434979,0.01661263232489178,0.0045606344173085315,0.0,0.01397557229521932,0.0,0.0076939192130106625,0.0,0.012877866256865069,0.0,0.011663213930883643,0.017264707842502024,0.00820312726946883,0.0060074190636359775,0.0,0.018953140845434636,0.0,0.0,0.00815240997676322,0.028640621383152588,0.0,0.0,0.008140236467867426,0.008009849458207981,0.021786535649267382,0.010703297886855862,0.0,0.0,0.0,0.0,year,0.4462871
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444589324622748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04942041133074912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11715180571477049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fatherli,2.8134108
35,0.0,0.012368977740133201,0.012419870746101114,0.0,0.020360758183054363,0.0,0.017620011872995476,0.02314115157768226,0.0,0.0,0.015260069659592248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018539386978339904,0.0284756124083922,0.0,0.014384372443221499,0.011024419463351844,0.0,0.009694131677129172,0.0,0.0185985073478941,0.0,0.0,0.0,0.0,0.017489028288554524,0.019829415746779957,0.0,0.01612024861750942,0.0,0.0,0.0,0.0,0.044922160909608114,0.0,0.0,0.0,0.0,0.03417168388235484,0.0,0.0,0.0,0.0,0.0,care,1.0788096
36,0.014999579859903748,0.009675331021151212,0.015799137486519125,0.0,0.029451136350234417,0.0,0.010680468046136727,0.008284653300499665,0.0,0.01643204716692031,0.009249975968000724,0.0,0.0,0.0,0.0,0.017491300299665943,0.0,0.0,0.019027168962628016,0.0,0.009277208148997977,0.018298151609918798,0.0,0.025150481624064462,0.014022228015942622,0.0,0.0,0.020884455727391425,0.011144581146326132,0.027411078181131046,0.017089635456971546,0.010601071619035897,0.012019710473727338,0.0,0.0,0.0,0.0,0.012121791430709714,0.0,0.027229817301871972,0.035130979179978455,0.02939271314352576,0.0,0.011736508317276882,0.0,0.0,0.0,0.0,0.019651776309031085,0.0,cours,0.65392643
37,0.004552012330791345,0.004022675221210387,0.005961732454415658,0.007569699245753551,0.007860217860775157,0.003965037673132333,0.0032412656020186226,0.004256899435737385,0.00836194150702127,0.004986731763328617,0.004752910719437323,0.00594974356109655,0.005725731813019535,0.0,0.008983420843966005,0.0053081896552644265,0.0033821219796522214,0.004537121711234761,0.003410388013841296,0.006492605177251791,0.002815409917076686,0.004480165523673835,0.0066975840116899185,0.006157907261783035,0.004978463652930905,0.004551178741776622,0.0034212634219622363,0.008431275596897221,0.0,0.009732052299909392,0.00799299239592104,0.005447143550420363,0.006176082073374232,0.0,0.0,0.0,0.012572795793872804,0.0036786726414499422,0.006137897347964081,0.011646578762272394,0.00857432264033914,0.00373800595900564,0.009445455273468885,0.00356174846760157,0.0,0.0,0.008339382767403588,0.004804775353932106,0.0,0.0,more,0.19845097
38,0.005739913087199496,0.007580648383235814,0.011585816203614952,0.011868484854496493,0.0152752643886027,0.00770551145536486,0.01503117028042492,0.010253804672049128,0.0,0.005723681298839012,0.01301796543599502,0.014331442225789446,0.0,0.0,0.00566922821100628,0.0,0.006572694084155725,0.0,0.006627625277298611,0.00601230400653225,0.0,0.01227093109412059,0.012136410662036913,0.00706793553514217,0.0034655445846114817,0.004214497791964968,0.011257329638011553,0.01231690662882585,0.0,0.017677773551877413,0.012492483474173203,0.0,0.012002375535580537,0.0,0.0,0.0,0.01823630681925525,0.012104309270458096,0.0,0.01605917442163743,0.0,0.007264306196260133,0.0,0.006921773733501712,0.007214965176843259,0.0,0.007722463180132807,0.009337427430022539,0.014365402433354433,0.0,than,0.38566247
39,0.007216657421310619,0.010293067818109165,0.01983523526218093,0.0,0.0,0.01640313881891786,0.042871374573778445,0.010401077110774572,0.0,0.02062983005706648,0.0,0.0,0.0,0.013991939562607913,0.0,0.012969742592347027,0.0,0.0,0.0,0.02167011114531114,0.0,0.0,0.008389649067317626,0.0,0.015482075974001627,0.008971629298596738,0.0,0.012493810805840786,0.0,0.014421355201858416,0.0,0.0,0.015090303836719722,0.01105112428063538,0.0,0.0,0.0,0.015218462718763866,0.01499700535047631,0.0341860328001888,0.01690235619831069,0.0,0.0,0.0,0.03223234798757791,0.0,0.0,0.0,0.0,0.0,ten,0.82098055
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16289855660172828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zakusin,3.912023
41,0.0,0.013517554638763876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03751278147968071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06919174287667988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prompt,2.8134108
42,0.002728354483617996,0.002334159087188189,0.0046495757795394135,0.00534624993170446,0.004173106110457774,0.0,0.0048041600473323455,0.003932267213604912,0.0018604069251575471,0.0032815448898871205,0.004390452551998628,0.003915259834634214,0.0017953996235843832,0.006534494976783954,0.004041490981111237,0.0034930819351224785,0.004685555577238541,0.002408825133401226,0.005054830999284252,0.002781034271192202,0.0,0.003665820281929368,0.0030058478911719417,0.0,0.00278908459205551,0.004413463191058351,0.0018163994363215132,0.0016033935311103736,0.0017956137826427407,0.004829456495932812,0.003412867875449831,0.0017080435827952832,0.0040642030751372295,0.0024012997835730016,0.0015743634666210034,0.0050878785352559954,0.0,0.00601433957263844,0.0019246410673787343,0.004387265398682418,0.0051762646633904405,0.0047357509570629145,0.004033044106018515,0.004512446983564601,0.006069835054103909,0.008078942088461803,0.0021097283467540243,0.006087261425048451,0.004462521246685738,0.0,we,0.10536056
43,0.020240391626956632,0.011063197702821635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924194728338396,0.0,0.0,0.0,0.0,0.0,0.0,0.0465961819430249,0.0,0.0,0.0,0.09588077300226663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,subordin,2.3025851
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,on,0.0
