,df1,df2,df3,df4,df5,df6,df7,df8,df9,df10,df11,df12,df13,df14,df15,df16,df17,df18,df19,df20,df21,df22,df23,df24,df25,df26,df27,df28,df29,df30,df31,df32,df33,df34,df35,df36,df37,df38,df39,df40,df41,df42,df43,df44,df45,df46,df47,df48,df49,df50,word,idf
1213,0.0,0.026185685464722216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06021866283378966,0.0,0.0,0.0,0.0,0.0,prescrib,3.218876
1214,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,compress,3.912023
1215,0.0,0.013517554638763876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07525343970134897,0.04794785585815449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laurel,2.8134108
1216,0.024850022848159334,0.013582776497401146,0.0,0.0,0.0,0.0,0.0,0.01706619898315059,0.023785990129300754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021000271568048148,0.0,0.017961287894794804,0.023307570180945814,0.0,0.0,0.0,0.023223338119724636,0.0,0.02295758585523418,0.023662714434320838,0.0,0.0,0.0,0.018132803357978868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02537336813128087,0.024570502839192765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shook,1.3470737
1217,0.006097336337432334,0.004255761380687931,0.00484312767871696,0.007646220703889065,0.004689300580216512,0.0,0.006870922326483535,0.007511529858435286,0.007428198863904387,0.006243407907459948,0.009811799032644288,0.010498645101647388,0.004233913563436345,0.010104806519805179,0.0,0.0,0.007169513478442063,0.011921155297199594,0.010189045868398848,0.008128767382629715,0.005968181948865238,0.005609184970190541,0.005328464401125023,0.007709724267574904,0.004685492575197802,0.007085073546085156,0.01195832132325738,0.009022876372726519,0.008886402943849828,0.00915934351872128,0.010706465501159394,0.004027910442411581,0.007732479203631327,0.007980985922821409,0.003712665830795772,0.0105517813731427,0.004923392026579435,0.0,0.0,0.0,0.0,0.012212165292839944,0.007673196713002111,0.0,0.0,0.0,0.0049751639385192175,0.015697329394517928,0.007466754102948088,0.0,tell,0.2484614
1218,0.005096772975971466,0.011267414878026908,0.0,0.022116554341477673,0.03223745253778451,0.0,0.009470075956111651,0.01752917747071843,0.021485930133992064,0.0,0.008201698149442022,0.0,0.016728994729666817,0.009881824130038132,0.022241066661295706,0.0,0.0,0.0,0.023777525570757543,0.02156997510769913,0.013927565027477586,0.01308979670740978,0.010032235341660024,0.0,0.013595749766149415,0.0,0.0,0.02105611030171983,0.0,0.017244872600728916,0.0,0.009399677337620328,0.022366055483393932,0.0,0.0,0.011733476569413996,0.0,0.010748057582971468,0.0,0.0,0.0,0.010921413022781958,0.017906449083591312,0.0,0.02276413449945366,0.0,0.0,0.014038216283618482,0.017424687149956517,0.0,should,0.5798185
1219,0.0,0.015465687487019564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05485917839530925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interfer,3.218876
1220,0.0,0.037370046722414826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09714134548243024,0.0,0.0,0.04354316441542327,0.0,0.0,0.0,0.0,0.0,0.04642498959582309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nurs,2.5257287
1221,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vener,3.912023
1222,0.01610892350876223,0.039320707800912486,0.02109772230586018,0.0,0.0,0.06199434942081101,0.0,0.039310037906555816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03930125679445699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02970873608705529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10099727658201761,0.0,0.0,0.0,0.0,0.0,patient,1.8325815
1223,0.0,0.013517554638763876,0.0,0.0,0.0,0.0,0.0459509552933286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05693348815523528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whim,2.8134108
1224,0.0,0.018478235398532494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02719764891862137,0.0,0.0,0.0,0.031232615183822997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01872725933916283,0.0,0.0,0.0,0.03159341601461907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04636443243936068,0.0,0.0,0.0,0.03347610922169095,0.0,0.0638811015233615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disturb,1.8325815
1225,0.0,0.040356752624753356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05777158287711806,0.0,0.0,0.0,0.0,0.0,0.0,transfer,3.218876
1226,0.0,0.013582776497401146,0.0,0.024484122399163245,0.0,0.0,0.04617266748835791,0.0,0.0,0.019992146357533505,0.01905474191053238,0.0,0.022954847752521646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017961287894794804,0.0,0.0,0.020495106808945906,0.0,0.0,0.0,0.02295758585523418,0.0,0.0,0.0,0.02476033253583685,0.0,0.0,0.0,0.026692966850363306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06779955602896473,0.0,0.032614537050084116,0.0,0.0,forgotten,1.3470737
1227,0.01610892350876223,0.00880497812699015,0.0,0.0,0.0,0.0,0.06281406596002592,0.0,0.0,0.0,0.054401042919913815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02828606202163476,0.02970873608705529,0.0,0.02466816773051835,0.04636443243936068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sledg,1.8325815
1228,0.0,0.015465687487019564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02892466640670498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iv,3.218876
1229,0.011367039277597883,0.009116935180530056,0.007093885903813765,0.0,0.011629500694366903,0.020844944070111355,0.0,0.007806518140692293,0.0,0.0,0.0,0.0,0.0,0.0,0.009057920124089507,0.009734427477937095,0.0177804473288776,0.014087668676832076,0.0,0.0,0.008741789316127823,0.008215954819192399,0.006296842811617216,0.0,0.016311561640448374,0.0,0.0,0.01587700929348626,0.010501389947599268,0.0,0.0,0.016913267586242686,0.0,0.008294410401251274,0.009207439173199298,0.012469429030097613,0.02067341068478574,0.011422202145238414,0.011255987536451802,0.0,0.0,0.0,0.011239179639793451,0.0,0.011527597026885881,0.025021302940564125,0.01233844397215565,0.0,0.0,0.0,alreadi,0.61618614
1230,0.010015958352717211,0.005474623687209727,0.0,0.02071011323805438,0.0,0.0,0.018610184683653434,0.0,0.0,0.01691053525163006,0.016117623341995412,0.0,0.0,0.0,0.0,0.01800063298928473,0.019418931489221962,0.0,0.0,0.030075825698647547,0.0,0.015192715513267011,0.019714916053833485,0.02088211533502299,0.0,0.012451673976571143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021462289669309353,0.02078317890344353,0.0,0.0,0.0,0.022815907982776752,0.0,0.0,0.0,roll,1.1394343
1231,0.015073574980242628,0.019660839133725034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025449608723895095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017523625813343387,0.0,0.026089867476663576,0.0,0.0,0.026096069548026943,0.0,0.030122169622463002,0.04481433458689617,0.0,0.0,0.023082701690706645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fat,1.7147983
1232,0.016958491840219758,0.009269343767052827,0.0,0.02071011323805438,0.0,0.0,0.0,0.014435596576510182,0.0,0.01691053525163006,0.027289508832154172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015192715513267011,0.024436130139212003,0.0,0.017335968833981776,0.021082516928744296,0.0,0.017340089932563727,0.019418878691380183,0.0,0.0,0.0,0.02094374804492025,0.0,0.0,0.02305812191476581,0.0,0.0,0.0,0.0,0.0,0.0,0.02078317890344353,0.0,0.0,0.0,0.0,0.02758729696340049,0.0,0.0,almost,1.1394343
1233,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spheric,3.912023
1234,0.0,0.011063197702821635,0.0,0.0,0.0,0.04600550285591035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033847940680260424,0.0,0.0,0.0,0.06699786663849897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924194728338396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blankli,2.3025851
1235,0.0,0.018731622213578884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03266661244060945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924194728338396,0.0,0.03554061030775006,0.0,0.0,0.0,0.0,0.0,0.0,0.04268286928494368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,utterli,2.3025851
1236,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,devoid,3.912023
1237,0.0,0.018983420619864442,0.0,0.027520460042211148,0.0,0.05122138453407332,0.0,0.019182621273134602,0.0,0.02247142274576037,0.0,0.0,0.025801536197593174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03637019515875239,0.02018871241356987,0.0154729610172918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020381497941032344,0.0,0.0,0.0,0.028067286068954592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,motionless,1.5141277
1238,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,glutton,3.912023
1239,0.02220188866480725,0.012135332566770574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022696077786575394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046819267592468454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unclean,2.5257287
1240,0.0,0.022542260186309733,0.0,0.0,0.0,0.0,0.0,0.0,0.05878046895850929,0.02917941078668126,0.0,0.0,0.0,0.0,0.028901808150280657,0.0,0.03350769035579806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058475827313460446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03936922998557297,0.0,0.0,0.0,power,1.9661129
1241,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,acrid,3.912023
1242,0.0,0.01599440736068517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01766739686475009,0.02148557124524935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06165490028152003,0.0,0.0,0.036445706137046376,0.0,0.0,0.0,0.0,0.0,0.03528730350225387,0.0,0.0,0.0,0.0,0.03489688459290495,0.0,clean,1.9661129
1243,0.0,0.017248429492748275,0.0,0.0,0.0,0.0,0.058633520165588524,0.0,0.0,0.0,0.0,0.0,0.036130412265649205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021667099828622628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03867341690631854,0.03805396178316179,0.0,0.0,0.0,0.0,0.0,0.0,spare,2.1202636
1244,0.0,0.022402652704822376,0.0,0.057754775946242835,0.0,0.0,0.0,0.0,0.026735750632427058,0.0,0.021417768413924194,0.0,0.0,0.0,0.0,0.0,0.025804684019283274,0.0,0.0,0.02360456810099116,0.0,0.0,0.0,0.0,0.023036756588658516,0.01654630238820748,0.026103322730999048,0.0,0.0,0.0,0.0,0.0,0.027830923693129648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048288529996646824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dread,1.5141277
1245,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beaten—that,3.912023
1246,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,to—but,3.912023
1247,0.0,0.013517554638763876,0.0,0.0,0.0,0.0,0.0459509552933286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05693348815523528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stupefi,2.8134108
1248,0.010583270507658343,0.01213986543672425,0.0,0.021883151159779374,0.0,0.0,0.0,0.02582598176750237,0.0,0.0,0.0,0.0,0.0,0.034742130280101036,0.0,0.0,0.03474140939911645,0.027526049031738706,0.0,0.018769393063307018,0.01708067721216271,0.0,0.0,0.03735911619937789,0.0,0.0,0.04355942894715989,0.0,0.0,0.021149002131872725,0.0,0.0,0.0,0.0,0.0,0.024364152987550007,0.023857347997469698,0.0,0.0,0.0,0.0,0.022677931485448048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,creatur,1.2039728
1249,0.0,0.03690568344242486,0.0,0.0,0.0,0.0,0.0,0.0,0.05683738964203896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,respond,3.218876
1250,0.005748203199272697,0.007497524545902048,0.0,0.028362603755485348,0.0,0.0,0.0,0.0,0.024232096057215925,0.0,0.015661570910287716,0.019605318967820383,0.0,0.011144842696884785,0.00961270139891658,0.010330643608344237,0.011144611447243163,0.0,0.0,0.017260650595140804,0.009277208148997977,0.008719167237282846,0.018655969374091176,0.0,0.014022228015942622,0.0,0.01908784482326758,0.020884455727391425,0.0,0.0,0.0,0.0,0.02522471224260302,0.0149038064607066,0.009771378220179323,0.0,0.012957892740810262,0.012121791430709714,0.011945396476844514,0.0,0.0,0.0,0.02019511333841476,0.0,0.0,0.0,0.02217032580875654,0.0,0.0,0.0535668171151556,sound,0.65392643
1251,0.01610892350876223,0.021011269996559088,0.0,0.0,0.0,0.036614861023785174,0.0,0.0,0.0,0.0,0.02592238829435709,0.0,0.0,0.0,0.0,0.028950881156072705,0.0,0.0,0.0,0.0,0.0,0.0,0.031708006713777395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02828606202163476,0.0,0.0,0.02466816773051835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,movement,1.8325815
1252,0.0,0.010187200198983452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03116781940407563,0.0,0.0,0.0,0.03643681644702465,0.0,0.0,0.0,0.021667099828622628,0.0,0.0,0.0,0.0,0.05463194105898037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03867341690631854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sway,2.1202636
1253,0.0,0.015267210797467172,0.017431500727367797,0.0,0.0,0.0,0.0,0.0,0.0,0.02247142274576037,0.0,0.0,0.0,0.0,0.0,0.023919989969241585,0.0,0.03461702233681172,0.0,0.0,0.045079919166838074,0.0,0.03692304022698173,0.0,0.0,0.01654630238820748,0.0,0.02304223287589804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03000322885326678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030318727703188678,0.0,0.0,0.0,heavi,1.5141277
1254,0.0,0.011063197702821635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04077237359151499,0.0,0.0,0.033847940680260424,0.0,0.0,0.0,0.0,0.0,0.03266661244060945,0.0,0.0,0.0,0.0,0.0,0.03969620394692582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barrel,2.3025851
1255,0.0,0.013517554638763876,0.0,0.0,0.0,0.0,0.0,0.0,0.049677876955409456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04942041133074912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fifth,2.8134108
1256,0.0,0.04485288729900911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sorter,3.912023
1257,0.0,0.018796040965862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thinnish,3.912023
1258,0.0179190348268843,0.015094844429090048,0.023468409950609472,0.0,0.03847339716439075,0.0,0.0,0.0,0.02125918213438997,0.0,0.0,0.021319007404166024,0.020516332790237977,0.0,0.0,0.019020203711509743,0.0,0.027526049031738706,0.0,0.0,0.0,0.0,0.012303469648088242,0.0,0.010818842230252592,0.0,0.0207563011744284,0.0,0.02051878002173652,0.0,0.01858342960089975,0.0,0.0,0.0,0.0,0.0,0.023857347997469698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fair,1.2039728
1259,0.0,0.014460628848648717,0.0,0.03144058321419415,0.0,0.020412527554310386,0.0,0.0,0.018039835338918193,0.0,0.0,0.0,0.0,0.0,0.015018247359592032,0.0,0.0,0.055738325530323485,0.03684558643469815,0.015927083089699867,0.014494094948562299,0.013622248825280589,0.017676990780240556,0.031701704251080653,0.015543954658901321,0.011164547973797241,0.0,0.0,0.02948032511482481,0.0,0.015769280676621356,0.0,0.0,0.0,0.0,0.0,0.0,0.01893828327677999,0.0,0.0,0.0,0.0,0.01863482760246524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,natur,1.0216513
1260,0.0,0.0214993341757954,0.0,0.0,0.032363999652035645,0.0,0.0,0.021724935319996492,0.0,0.0,0.0,0.05141123847368602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053209963670438114,0.01540909584037559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03470145515246746,0.033979621290920727,0.031787103846430534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rather,1.7147983
1261,0.020240391626956632,0.026400046724336133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589626344018245,0.0,0.0,0.0,0.0,0.02069092002629161,0.0,0.0,0.0,0.0,0.0,0.0,0.03732815869519899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sli,2.3025851
1262,0.009483049636219933,0.013525607123856006,0.0,0.0,0.0,0.0,0.0,0.02314115157768226,0.019049109560222946,0.027108630907190026,0.0,0.0,0.0,0.0,0.0,0.0,0.018385728525387512,0.0,0.0,0.0284756124083922,0.0,0.034325347408773785,0.0,0.041491794452572194,0.023133052133995954,0.0199608012984091,0.0185985073478941,0.0,0.0,0.0,0.0,0.0,0.0,0.030475483962115753,0.01612024861750942,0.0,0.0,0.041967677200629515,0.0,0.0,0.0,0.020320367864326845,0.0,0.0,0.0,0.0,0.0,0.026119488242689635,0.0,0.0,clear,1.0788096
1263,0.025521781271787863,0.019660839133725034,0.01974173500276038,0.031167805790490197,0.0,0.0,0.0,0.0,0.030279097155220026,0.025449608723895095,0.0,0.0,0.0,0.0,0.0,0.027090157676444678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01540909584037559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031787103846430534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calm,1.7147983
1264,0.0,0.03690568344242486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06021866283378966,0.0,0.0,0.0,0.0,0.0,pleasant,3.218876
1265,0.0,0.01845284172121243,0.0,0.0,0.03037549714854099,0.0,0.0,0.0,0.0,0.0,0.0,0.028498667609887993,0.0,0.0,0.0,0.02542568953471774,0.0,0.0,0.0,0.0,0.022832983412074362,0.03633415669417271,0.03451575612476567,0.0,0.01446233320335249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05514467864502785,0.03189185208033905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agreeabl,1.609438
1266,0.0,0.018731622213578884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030701656400362418,0.04938088063542626,0.0,0.0,0.0426038511835429,0.0,0.0,0.0,0.0,0.07458596194135106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secret,2.3025851
